CNT,TARGET,CURRENT,COUNTS
0,0,0,0
1,5,5,8
2,5,5,18
3,5,5,27
4,5,5,37
5,5,5,46
6,5,5,55
7,5,5,64
8,5,5,74
9,5,5,84
10,5,5,94
11,10,8,107
12,10,9,124
13,10,10,142
14,10,10,161
15,10,10,179
16,10,10,198
17,10,10,216
18,10,10,235
19,10,10,254
20,10,10,273
21,15,13,295
22,15,14,322
23,15,15,349
24,15,15,377
25,15,15,405
26,15,15,433
27,15,15,461
28,15,15,489
29,15,15,517
30,15,15,545
31,20,18,575
32,20,18,609
33,20,20,645
34,20,21,683
35,20,20,721
36,20,20,758
37,20,20,795
38,20,20,832
39,20,20,869
40,20,19,906
41,25,23,945
42,25,23,989
43,25,24,1035
44,25,25,1082
45,25,25,1128
46,25,26,1174
47,25,26,1220
48,25,25,1266
49,25,24,1311
50,25,24,1357
51,30,28,1406
52,30,29,1460
53,30,30,1515
54,30,30,1570
55,30,32,1625
56,30,27,1679
57,30,31,1733
58,30,30,1789
59,30,32,1845
60,30,31,1900
61,35,32,1958
62,35,34,2019
63,35,35,2082
64,35,35,2147
65,35,36,2213
66,35,34,2277
67,35,36,2341
68,35,36,2405
69,35,36,2469
70,35,36,2534
71,40,39,2601
72,40,38,2673
73,40,40,2745
74,40,41,2817
75,40,42,2891
76,40,40,2964
77,40,40,3037
78,40,38,3109
79,40,42,3182
80,40,39,3256
81,45,43,3332
82,45,42,3412
83,45,45,3492
84,45,45,3575
85,45,46,3658
86,45,45,3741
87,45,44,3823
88,45,45,3905
89,45,46,3988
90,45,45,4071
91,50,47,4155
92,50,47,4240
93,50,48,4325
94,50,47,4411
95,50,48,4497
96,50,46,4582
97,50,47,4668
98,50,47,4755
99,50,47,4841
100,50,46,4927
101,55,45,5012
102,55,49,5099
103,55,46,5186
104,55,44,5272
105,55,47,5357
106,55,44,5444
107,55,48,5531
108,55,46,5618
109,55,46,5703
110,55,47,5790
111,60,48,5877
112,60,46,5964
113,60,47,6049
114,60,47,6136
115,60,48,6223
116,60,47,6310
117,60,47,6396
118,60,47,6482
119,60,45,6570
120,65,48,6657
121,65,46,6743
122,65,47,6829
123,65,49,6916
124,65,49,7003
125,65,47,7090
126,65,48,7176
127,65,47,7263
128,65,48,7350
129,65,47,7437
130,65,46,7522
131,70,46,7610
132,70,46,7697
133,70,47,7784
134,70,45,7870
135,70,49,7957
136,70,48,8045
137,70,45,8132
138,70,48,8217
139,70,48,8304
140,70,49,8392
141,75,47,8479
142,75,46,8565
143,75,48,8652
144,75,47,8739
145,75,47,8827
146,75,47,8913
147,75,48,8999
148,75,49,9087
149,75,48,9174
150,75,47,9260
151,80,47,9347
152,80,47,9434
153,80,46,9522
154,80,46,9608
155,80,47,9694
156,80,48,9781
157,80,48,9869
158,80,46,9955
159,80,49,10041
160,80,48,10129
161,85,48,10216
162,85,49,10303
163,85,47,10389
164,85,48,10476
165,85,49,10564
166,85,47,10651
167,85,49,10737
168,85,48,10824
169,85,47,10911
170,85,48,10999
171,90,47,11084
172,90,48,11171
173,90,48,11259
174,90,48,11346
175,90,47,11432
176,90,48,11519
177,90,48,11606
178,90,48,11694
179,90,46,11780
180,90,48,11866
181,95,45,11954
182,95,47,12041
183,95,45,12128
184,95,47,12214
185,95,49,12301
186,95,48,12389
187,95,47,12476
188,95,46,12561
189,95,48,12649
190,95,48,12737
191,100,47,12823
192,100,46,12909
193,100,46,12997
194,100,48,13084
195,100,47,13171
196,100,47,13257
197,100,49,13344
198,100,49,13432
199,100,47,13519
200,100,46,13605
201,95,48,13692
202,95,48,13779
203,95,48,13867
204,95,47,13953
205,95,48,14039
206,95,49,14127
207,95,47,14214
208,95,46,14300
209,95,46,14387
210,95,49,14474
211,90,46,14561
212,90,47,14648
213,90,48,14734
214,90,47,14821
215,90,47,14909
216,90,47,14996
217,90,46,15081
218,90,48,15169
219,90,47,15257
220,90,47,15343
221,85,46,15429
222,85,48,15517
223,85,48,15604
224,85,48,15691
225,85,47,15777
226,85,48,15864
227,85,48,15951
228,85,47,16039
229,85,46,16124
230,85,49,16211
231,80,48,16299
232,80,48,16386
233,80,45,16472
234,80,46,16559
235,80,47,16646
236,80,47,16734
237,80,45,16820
238,80,48,16906
239,80,48,16994
240,80,48,17081
241,75,46,17168
242,75,47,17254
243,75,48,17341
244,75,48,17429
245,75,47,17515
246,75,44,17601
247,75,48,17689
248,75,47,17777
249,75,47,17863
250,75,46,17949
251,70,48,18036
252,70,47,18124
253,70,45,18211
254,70,48,18296
255,70,47,18383
256,70,48,18471
257,70,48,18558
258,70,45,18644
259,70,48,18731
260,70,47,18818
261,65,48,18905
262,65,46,18991
263,65,48,19078
264,65,47,19165
265,65,47,19252
266,65,47,19338
267,65,48,19425
268,65,49,19512
269,65,48,19599
270,65,46,19685
271,60,46,19771
272,60,48,19859
273,60,49,19946
274,60,48,20032
275,60,47,20118
276,60,47,20205
277,60,47,20292
278,60,46,20379
279,60,48,20464
280,60,48,20551
281,55,45,20638
282,55,48,20725
283,55,48,20809
284,55,47,20896
285,55,48,20983
286,55,47,21069
287,55,47,21155
288,55,47,21241
289,55,46,21328
290,55,48,21415
291,50,48,21500
292,50,48,21585
293,50,48,21671
294,50,46,21758
295,50,46,21843
296,50,46,21927
297,50,48,22013
298,50,48,22100
299,50,47,22185
300,50,45,22270
301,45,47,22354
302,45,46,22436
303,45,46,22518
304,45,44,22599
305,45,46,22681
306,45,44,22765
307,45,44,22847
308,45,45,22929
309,45,45,23011
310,40,44,23094
311,40,43,23174
312,40,40,23249
313,40,42,23321
314,40,40,23395
315,40,41,23469
316,40,40,23542
317,40,39,23615
318,40,40,23686
319,40,39,23760
320,40,39,23834
321,35,38,23905
322,35,33,23970
323,35,35,24033
324,35,37,24098
325,35,36,24163
326,35,35,24228
327,35,34,24292
328,35,36,24355
329,35,35,24419
330,30,34,24484
331,30,32,24545
332,30,30,24602
333,30,31,24657
334,30,28,24711
335,30,32,24765
336,30,32,24821
337,30,30,24877
338,30,33,24933
339,30,29,24988
340,30,29,25042
341,25,27,25093
342,25,26,25141
343,25,26,25189
344,25,25,25236
345,25,25,25282
346,25,26,25328
347,25,25,25374
348,25,25,25419
349,25,26,25464
350,20,26,25510
351,20,22,25555
352,20,20,25593
353,20,20,25630
354,20,19,25667
355,20,21,25704
356,20,20,25741
357,20,19,25777
358,20,19,25813
359,20,21,25850
360,20,20,25888
361,15,18,25923
362,15,15,25952
363,15,15,25981
364,15,14,26008
365,15,15,26036
366,15,15,26064
367,15,14,26091
368,15,14,26119
369,15,14,26146
370,15,15,26173
371,10,13,26199
372,10,11,26221
373,10,10,26241
374,10,11,26260
375,10,10,26280
376,10,10,26299
377,10,10,26319
378,10,10,26337
379,10,10,26356
380,5,10,26375
381,5,7,26391
382,5,6,26403
383,5,5,26413
384,5,5,26423
385,5,5,26433
386,5,5,26442
387,5,5,26451
388,5,5,26461
389,5,5,26471
390,5,4,26480
391,0,2,26486
392,0,0,26484
393,0,0,26484
394,0,0,26484
395,0,0,26484
396,0,0,26484
397,0,0,26484
398,0,0,26484
399,0,0,26484
400,0,0,26484
401,-5,-5,26477
402,-5,-5,26468
403,-5,-5,26457
404,-5,-5,26447
405,-5,-5,26437
406,-5,-5,26427
407,-5,-5,26416
408,-5,-5,26406
409,-5,-5,26396
410,-10,-5,26385
411,-10,-8,26372
412,-10,-10,26355
413,-10,-10,26337
414,-10,-10,26318
415,-10,-10,26299
416,-10,-10,26280
417,-10,-10,26260
418,-10,-9,26241
419,-10,-10,26222
420,-15,-10,26203
421,-15,-13,26181
422,-15,-14,26156
423,-15,-14,26129
424,-15,-15,26102
425,-15,-15,26073
426,-15,-16,26045
427,-15,-15,26017
428,-15,-15,25989
429,-15,-15,25961
430,-20,-15,25933
431,-20,-18,25902
432,-20,-19,25867
433,-20,-20,25831
434,-20,-19,25795
435,-20,-21,25758
436,-20,-20,25721
437,-20,-21,25684
438,-20,-20,25647
439,-20,-19,25610
440,-20,-21,25573
441,-25,-23,25533
442,-25,-24,25489
443,-25,-25,25443
444,-25,-25,25398
445,-25,-25,25352
446,-25,-25,25305
447,-25,-24,25259
448,-25,-24,25213
449,-25,-25,25167
450,-25,-25,25121
451,-30,-26,25072
452,-30,-30,25019
453,-30,-29,24965
454,-30,-30,24909
455,-30,-31,24855
456,-30,-29,24799
457,-30,-31,24744
458,-30,-30,24689
459,-30,-31,24634
460,-35,-30,24579
461,-35,-33,24521
462,-35,-33,24458
463,-35,-35,24394
464,-35,-36,24330
465,-35,-35,24266
466,-35,-35,24201
467,-35,-34,24137
468,-35,-36,24072
469,-35,-35,24007
470,-40,-34,23944
471,-40,-37,23877
472,-40,-38,23806
473,-40,-38,23733
474,-40,-41,23659
475,-40,-42,23586
476,-40,-43,23513
477,-40,-40,23439
478,-40,-40,23366
479,-40,-39,23292
480,-45,-39,23220
481,-45,-42,23144
482,-45,-44,23064
483,-45,-45,22982
484,-45,-45,22899
485,-45,-44,22817
486,-45,-45,22735
487,-45,-47,22653
488,-45,-44,22570
489,-45,-46,22488
490,-45,-46,22406
491,-50,-47,22322
492,-50,-47,22235
493,-50,-45,22148
494,-50,-47,22062
495,-50,-48,21975
496,-50,-49,21888
497,-50,-47,21802
498,-50,-47,21715
499,-50,-48,21629
500,-55,-48,21542
501,-55,-46,21454
502,-55,-47,21367
503,-55,-49,21280
504,-55,-47,21192
505,-55,-47,21105
506,-55,-48,21018
507,-55,-47,20931
508,-55,-49,20843
509,-55,-48,20755
510,-55,-46,20669
511,-60,-47,20581
512,-60,-48,20493
513,-60,-48,20405
514,-60,-47,20318
515,-60,-49,20230
516,-60,-46,20142
517,-60,-48,20054
518,-60,-48,19967
519,-60,-48,19879
520,-60,-49,19792
521,-65,-49,19703
522,-65,-47,19616
