CNT,TARGET,CURRENT,COUNTS
0,0,0,0
1,5,0,3
2,5,6,11
3,5,7,17
4,5,5,22
5,5,6,29
6,5,4,34
7,5,5,41
8,5,6,47
9,5,4,53
10,10,5,60
11,10,9,70
12,10,9,82
13,10,9,93
14,10,10,105
15,10,10,117
16,10,10,128
17,10,10,140
18,10,10,152
19,10,10,165
20,10,10,177
21,15,13,192
22,15,15,210
23,15,15,227
24,15,15,244
25,15,15,262
26,15,15,279
27,15,15,297
28,15,15,315
29,15,15,332
30,20,15,350
31,20,19,371
32,20,19,394
33,20,20,417
34,20,20,440
35,20,20,464
36,20,20,487
37,20,20,510
38,20,20,534
39,20,20,557
40,20,20,580
41,25,24,607
42,25,25,635
43,25,25,664
44,25,25,693
45,25,25,722
46,25,25,751
47,25,25,780
48,25,25,809
49,25,25,839
50,25,25,868
51,30,29,901
52,30,29,934
53,30,30,969
54,30,30,1003
55,30,30,1038
56,30,30,1073
57,30,30,1108
58,30,30,1143
59,30,30,1178
60,35,30,1213
61,35,34,1251
62,35,34,1291
63,35,35,1331
64,35,35,1372
65,35,35,1412
66,35,35,1453
67,35,35,1494
68,35,35,1534
69,35,35,1575
70,35,35,1616
71,40,39,1660
72,40,39,1705
73,40,40,1751
74,40,40,1797
75,40,40,1844
76,40,40,1890
77,40,40,1936
78,40,40,1983
79,40,40,2029
80,45,40,2076
81,45,44,2126
82,45,45,2177
83,45,45,2229
84,45,45,2280
85,45,45,2332
86,45,45,2384
87,45,45,2436
88,45,45,2488
89,45,45,2540
90,45,45,2592
91,50,49,2648
92,50,50,2705
93,50,50,2762
94,50,50,2819
95,50,50,2877
96,50,50,2934
97,50,50,2992
98,50,50,3050
99,50,49,3108
100,55,50,3166
101,55,54,3227
102,55,55,3290
103,55,55,3353
104,55,55,3416
105,55,55,3480
106,55,55,3543
107,55,55,3606
108,55,55,3670
109,55,55,3734
110,60,55,3798
111,60,59,3865
112,60,59,3933
113,60,60,4002
114,60,60,4071
115,60,60,4140
116,60,60,4209
117,60,60,4278
118,60,60,4348
119,60,60,4417
120,65,60,4487
121,65,64,4560
122,65,65,4635
123,65,65,4709
124,65,65,4784
125,65,65,4859
126,65,65,4933
127,65,65,5008
128,65,65,5083
129,65,65,5158
130,70,65,5233
131,70,69,5311
132,70,69,5391
133,70,70,5471
134,70,70,5552
135,70,70,5632
136,70,70,5712
137,70,70,5793
138,70,70,5874
139,70,70,5955
140,70,70,6035
141,75,74,6120
142,75,75,6205
143,75,74,6291
144,75,75,6377
145,75,75,6464
146,75,75,6550
147,75,75,6636
148,75,75,6722
149,75,75,6809
