CNT,TARGET,CURRENT,COUNTS
0,0,0,0
1,5,0,0
2,5,0,0
3,5,0,0
4,5,0,0
5,5,10,8
6,5,7,15
7,5,5,22
8,5,6,30
9,5,6,37
10,10,6,45
11,10,10,55
12,10,10,66
13,10,10,79
14,10,10,91
15,10,10,104
16,10,10,116
17,10,10,128
18,10,10,140
19,10,10,153
20,10,10,165
21,15,14,181
22,15,15,198
23,15,15,215
24,15,15,232
25,15,15,250
26,15,15,267
27,15,15,285
28,15,15,303
29,15,15,321
30,15,15,338
31,20,19,360
32,20,19,382
33,20,20,406
34,20,20,429
35,20,20,452
36,20,20,476
37,20,20,499
38,20,20,522
39,20,20,546
40,20,20,569
41,25,24,596
42,25,24,625
43,25,24,653
44,25,25,682
45,25,25,711
46,25,25,740
47,25,25,769
48,25,25,799
49,25,25,828
50,25,25,857
51,30,29,890
52,30,29,924
53,30,30,959
54,30,30,993
55,30,30,1028
56,30,30,1063
57,30,30,1098
58,30,30,1133
59,30,30,1168
60,30,30,1203
61,35,34,1241
62,35,34,1280
63,35,35,1320
64,35,35,1360
65,35,35,1401
66,35,35,1442
67,35,35,1483
68,35,35,1523
69,35,35,1564
70,35,35,1605
71,40,39,1649
72,40,39,1695
73,40,40,1741
74,40,40,1787
75,40,40,1833
76,40,40,1879
77,40,40,1925
78,40,40,1972
79,40,40,2018
80,40,40,2065
81,45,44,2115
82,45,45,2166
83,45,45,2218
84,45,45,2269
85,45,45,2322
86,45,45,2374
87,45,45,2427
88,45,45,2479
89,45,45,2531
90,45,45,2584
91,50,49,2639
92,50,50,2696
93,50,50,2753
94,50,50,2811
95,50,50,2868
96,50,50,2926
97,50,50,2984
98,50,50,3042
99,50,50,3100
100,50,50,3158
101,55,54,3219
102,55,55,3282
103,55,55,3345
104,55,55,3408
105,55,55,3471
106,55,55,3535
107,55,55,3598
108,55,55,3661
109,55,55,3725
110,55,55,3789
111,60,59,3856
112,60,59,3925
113,60,60,3993
114,60,60,4063
115,60,60,4132
116,60,60,4200
117,60,60,4270
118,60,60,4339
119,60,60,4408
120,65,60,4478
121,65,64,4551
122,65,65,4625
123,65,65,4700
124,65,65,4775
125,65,65,4849
126,65,65,4924
127,65,65,5000
128,65,65,5075
129,65,64,5149
130,65,65,5225
131,70,69,5303
132,70,69,5383
133,70,70,5463
134,70,70,5544
135,70,70,5624
136,70,70,5705
137,70,70,5786
138,70,71,5867
139,70,70,5948
140,75,70,6029
141,75,74,6114
142,75,75,6200
143,75,75,6286
144,75,75,6372
145,75,75,6458
146,75,75,6544
147,75,75,6631
148,75,75,6718
149,75,75,6804
150,80,75,6891
151,80,79,6981
152,80,79,7072
153,80,80,7164
154,80,80,7256
155,80,80,7348
156,80,80,7440
157,80,80,7532
158,80,80,7624
159,80,81,7717
160,80,80,7809
161,85,85,7905
162,85,85,8003
163,85,85,8100
164,85,85,8198
165,85,85,8296
166,85,85,8393
167,85,85,8491
168,85,85,8589
169,85,85,8687
170,85,85,8786
171,90,90,8888
172,90,90,8991
173,90,90,9095
174,90,90,9198
175,90,90,9302
176,90,90,9406
177,90,90,9510
178,90,90,9614
179,90,90,9718
180,95,90,9822
181,95,94,9930
182,95,94,10039
183,95,95,10148
184,95,95,10257
185,95,95,10366
186,95,95,10476
187,95,95,10586
188,95,95,10696
189,95,95,10805
190,95,95,10915
191,100,99,11028
192,100,99,11142
193,100,100,11257
194,100,100,11372
195,100,100,11487
196,100,100,11603
197,100,100,11719
198,100,100,11834
199,100,100,11950
200,100,100,12066
201,95,95,12177
202,95,96,12288
203,95,95,12398
204,95,95,12508
205,95,95,12617
206,95,95,12727
207,95,95,12837
208,95,95,12947
209,95,95,13056
210,95,95,13166
211,90,90,13271
212,90,90,13375
213,90,90,13479
214,90,90,13583
215,90,90,13687
216,90,90,13791
217,90,90,13895
218,90,90,13999
219,90,90,14102
220,90,90,14206
221,85,85,14305
222,85,85,14403
223,85,86,14502
224,85,85,14600
225,85,85,14698
226,85,85,14796
227,85,85,14895
228,85,85,14993
229,85,85,15091
230,80,85,15189
231,80,80,15283
232,80,81,15375
233,80,80,15468
234,80,80,15560
235,80,80,15653
236,80,80,15746
237,80,81,15838
238,80,80,15931
239,80,80,16024
240,80,80,16116
241,75,76,16204
242,75,75,16291
243,75,75,16378
244,75,75,16465
245,75,75,16552
246,75,75,16638
247,75,75,16725
248,75,75,16812
249,75,75,16899
250,70,75,16986
251,70,71,17068
252,70,71,17149
253,70,70,17231
254,70,70,17312
255,70,70,17393
256,70,70,17474
257,70,70,17555
258,70,70,17637
259,70,70,17718
260,70,70,17799
261,65,66,17875
262,65,65,17951
263,65,65,18027
264,65,65,18102
265,65,65,18177
266,65,65,18253
267,65,65,18328
268,65,65,18403
269,65,66,18479
270,65,65,18554
271,60,61,18625
272,60,60,18695
273,60,60,18765
274,60,60,18835
275,60,60,18904
276,60,60,18973
277,60,60,19042
278,60,60,19111
279,60,60,19181
280,55,60,19250
281,55,56,19316
282,55,56,19380
283,55,55,19444
284,55,56,19508
285,55,55,19572
286,55,55,19636
287,55,55,19700
288,55,55,19764
289,55,55,19827
290,55,55,19891
291,50,51,19951
292,50,50,20009
293,50,50,20068
294,50,50,20126
295,50,50,20184
296,50,50,20242
297,50,50,20300
298,50,51,20358
299,50,50,20417
300,50,50,20475
301,45,46,20529
302,45,45,20582
303,45,45,20634
304,45,45,20687
305,45,45,20739
306,45,45,20792
307,45,45,20844
308,45,45,20897
309,45,45,20949
310,45,45,21001
311,40,41,21050
312,40,40,21097
313,40,40,21143
314,40,40,21190
315,40,40,21237
316,40,40,21284
317,40,40,21330
318,40,40,21377
319,40,40,21424
320,40,40,21470
321,35,36,21513
322,35,35,21554
323,35,35,21595
324,35,35,21636
325,35,35,21677
326,35,35,21718
327,35,35,21759
328,35,35,21800
329,35,35,21841
330,30,35,21882
331,30,31,21919
332,30,30,21955
333,30,30,21990
334,30,30,22025
335,30,30,22060
336,30,30,22096
337,30,30,22131
338,30,30,22166
339,30,30,22201
340,30,30,22236
341,25,27,22268
342,25,26,22298
343,25,26,22327
344,25,25,22357
345,25,25,22386
346,25,25,22416
347,25,25,22445
348,25,25,22474
349,25,25,22504
350,20,25,22533
351,20,21,22558
352,20,20,22583
353,20,20,22607
354,20,20,22630
355,20,20,22654
356,20,21,22678
357,20,20,22701
358,20,20,22725
359,20,20,22749
360,20,20,22772
361,15,16,22792
362,15,15,22810
363,15,16,22829
364,15,15,22847
365,15,15,22865
366,15,15,22882
367,15,15,22900
368,15,15,22918
369,15,15,22936
370,15,15,22954
371,10,11,22968
372,10,10,22980
373,10,10,22993
374,10,10,23005
375,10,11,23017
376,10,10,23029
377,10,10,23042
378,10,10,23054
379,10,10,23066
380,10,10,23078
381,5,5,23085
382,5,5,23092
383,5,5,23098
384,5,6,23105
385,5,5,23111
386,5,5,23117
387,5,6,23124
388,5,4,23129
389,5,5,23136
390,5,5,23142
391,0,5,23144
392,0,0,23144
393,0,0,23144
394,0,0,23144
395,0,0,23144
396,0,0,23144
397,0,0,23144
398,0,0,23144
399,0,0,23144
400,0,0,23144
401,-5,0,23143
402,-5,0,23143
403,-5,0,23143
404,-5,0,23143
405,-5,0,23142
406,-5,-7,23132
407,-5,-6,23124
408,-5,-6,23117
409,-5,-5,23110
410,-5,-5,23103
411,-10,-10,23092
412,-10,-10,23081
413,-10,-10,23069
414,-10,-10,23057
415,-10,-10,23045
416,-10,-10,23033
417,-10,-10,23021
418,-10,-10,23009
419,-10,-10,22997
420,-10,-10,22985
421,-15,-14,22969
422,-15,-15,22952
423,-15,-15,22934
424,-15,-15,22917
425,-15,-15,22899
426,-15,-15,22882
427,-15,-15,22864
428,-15,-15,22846
429,-15,-15,22829
430,-20,-15,22811
431,-20,-19,22789
432,-20,-19,22767
433,-20,-20,22744
434,-20,-20,22720
435,-20,-20,22697
436,-20,-20,22674
437,-20,-20,22650
438,-20,-20,22627
439,-20,-20,22604
440,-25,-20,22580
441,-25,-24,22553
442,-25,-24,22525
443,-25,-24,22496
444,-25,-25,22467
445,-25,-25,22438
446,-25,-25,22409
447,-25,-25,22380
448,-25,-25,22351
449,-25,-25,22321
450,-30,-25,22293
451,-30,-29,22260
452,-30,-29,22226
453,-30,-30,22192
454,-30,-30,22157
455,-30,-30,22122
456,-30,-30,22088
457,-30,-30,22053
458,-30,-30,22018
459,-30,-30,21983
460,-35,-30,21948
461,-35,-34,21910
462,-35,-35,21870
463,-35,-35,21830
464,-35,-35,21790
465,-35,-35,21749
466,-35,-35,21708
467,-35,-35,21668
468,-35,-35,21627
469,-35,-35,21586
470,-35,-35,21545
471,-40,-39,21501
472,-40,-39,21456
473,-40,-40,21410
474,-40,-40,21364
475,-40,-40,21318
476,-40,-40,21272
477,-40,-40,21226
478,-40,-40,21179
479,-40,-40,21133
480,-40,-40,21087
481,-45,-44,21037
482,-45,-45,20986
483,-45,-45,20934
484,-45,-45,20883
485,-45,-45,20831
486,-45,-45,20779
487,-45,-45,20728
488,-45,-45,20676
489,-45,-45,20624
490,-45,-45,20572
491,-50,-49,20516
492,-50,-50,20459
493,-50,-50,20402
494,-50,-50,20345
495,-50,-50,20287
496,-50,-50,20229
497,-50,-50,20171
498,-50,-49,20114
499,-50,-50,20057
500,-50,-50,19999
501,-55,-54,19938
502,-55,-54,19875
503,-55,-55,19812
504,-55,-55,19749
505,-55,-55,19685
506,-55,-55,19622
507,-55,-55,19558
508,-55,-55,19494
509,-55,-55,19430
510,-60,-55,19366
511,-60,-59,19299
512,-60,-60,19230
513,-60,-60,19161
514,-60,-60,19092
515,-60,-60,19023
516,-60,-60,18954
517,-60,-60,18885
518,-60,-60,18816
519,-60,-60,18746
520,-60,-60,18677
521,-65,-64,18603
522,-65,-64,18529
523,-65,-65,18454
524,-65,-65,18379
525,-65,-65,18304
526,-65,-65,18230
527,-65,-65,18155
528,-65,-65,18080
529,-65,-65,18005
530,-70,-65,17930
531,-70,-69,17851
532,-70,-70,17771
