CNT,TARGET,CURRENT,COUNTS
0,0,0,0
1,5,0,0
2,5,0,0
3,5,0,4
4,5,6,15
5,5,6,22
6,5,4,28
7,5,5,35
8,5,4,41
9,5,6,47
10,10,5,54
11,10,9,65
12,10,10,76
13,10,10,88
14,10,10,99
15,10,10,111
16,10,10,123
17,10,10,135
18,10,10,147
19,10,10,160
20,15,10,172
21,15,14,187
22,15,14,204
23,15,15,222
24,15,15,239
25,15,15,257
26,15,15,274
27,15,15,292
28,15,15,310
29,15,15,327
30,15,15,345
31,20,19,367
32,20,20,389
33,20,20,412
34,20,20,435
35,20,19,458
36,20,20,482
37,20,20,505
38,20,20,528
39,20,20,551
40,20,20,575
41,25,24,602
42,25,25,630
43,25,24,659
44,25,25,688
45,25,25,717
46,25,25,746
47,25,25,775
48,25,25,804
49,25,25,833
50,25,25,863
51,30,29,895
52,30,30,929
53,30,30,964
54,30,30,998
55,30,30,1033
56,30,30,1068
57,30,30,1103
58,30,30,1137
59,30,30,1173
60,35,30,1208
61,35,34,1246
62,35,34,1286
63,35,35,1326
64,35,35,1366
65,35,35,1407
66,35,34,1447
67,35,35,1488
68,35,35,1528
69,35,35,1569
70,35,35,1609
71,40,39,1653
72,40,39,1699
73,40,40,1745
74,40,40,1791
75,40,39,1837
76,40,40,1883
77,40,40,1929
78,40,40,1976
79,40,40,2022
80,45,40,2069
81,45,44,2119
82,45,45,2170
83,45,45,2222
84,45,45,2274
85,45,45,2325
86,45,45,2377
87,45,45,2429
88,45,45,2482
89,45,45,2534
90,50,45,2586
91,50,49,2642
92,50,49,2699
93,50,50,2756
94,50,50,2814
95,50,50,2871
96,50,50,2928
97,50,50,2986
98,50,50,3044
99,50,50,3101
100,55,50,3159
101,55,54,3220
102,55,54,3283
103,55,55,3346
104,55,55,3409
105,55,55,3472
106,55,56,3536
107,55,55,3600
108,55,55,3664
109,55,55,3728
110,55,55,3792
111,60,59,3859
112,60,59,3928
113,60,60,3997
114,60,60,4066
115,60,60,4135
116,60,60,4204
117,60,60,4274
118,60,60,4343
119,60,60,4412
120,65,60,4481
121,65,64,4555
122,65,64,4629
123,65,65,4704
124,65,65,4779
125,65,65,4853
126,65,65,4928
127,65,65,5003
128,65,65,5078
129,65,65,5153
130,65,65,5228
131,70,69,5307
132,70,70,5387
133,70,70,5467
134,70,70,5548
135,70,70,5628
136,70,70,5709
137,70,70,5789
138,70,70,5870
139,70,70,5951
140,70,70,6031
141,75,74,6116
142,75,75,6201
143,75,75,6287
144,75,75,6373
145,75,75,6459
146,75,75,6545
147,75,75,6631
148,75,75,6718
149,75,75,6804
150,80,75,6890
151,80,79,6980
152,80,79,7072
153,80,80,7163
154,80,80,7255
155,80,80,7347
156,80,80,7439
157,80,79,7531
158,80,80,7623
159,80,80,7715
160,85,80,7807
161,85,85,7904
162,85,85,8001
163,85,85,8099
164,85,85,8197
165,85,85,8295
166,85,85,8393
167,85,85,8491
168,85,85,8590
169,85,85,8688
170,90,85,8786
171,90,90,8888
172,90,90,8992
173,90,90,9095
174,90,90,9199
175,90,90,9303
176,90,90,9407
177,90,90,9511
178,90,90,9615
179,90,90,9719
180,90,90,9823
181,95,95,9931
182,95,95,10040
183,95,95,10148
184,95,95,10258
185,95,95,10367
186,95,95,10476
187,95,95,10585
188,95,95,10695
189,95,95,10805
190,100,95,10915
191,100,100,11028
192,100,100,11143
193,100,100,11257
194,100,100,11372
195,100,100,11487
196,100,100,11602
197,100,100,11718
198,100,100,11834
199,100,100,11950
200,100,100,12066
201,95,95,12177
202,95,95,12287
203,95,96,12397
204,95,95,12506
205,95,95,12616
206,95,95,12725
207,95,95,12835
208,95,95,12945
209,95,95,13054
210,95,96,13164
211,90,90,13269
212,90,90,13373
213,90,90,13477
214,90,90,13581
215,90,90,13685
216,90,90,13789
217,90,90,13893
218,90,90,13997
219,90,90,14101
220,90,90,14205
221,85,85,14304
222,85,85,14402
223,85,85,14500
224,85,85,14598
225,85,85,14697
226,85,85,14795
227,85,85,14894
228,85,85,14992
229,85,85,15090
230,85,85,15189
231,80,80,15282
232,80,80,15375
233,80,80,15468
234,80,80,15560
235,80,80,15653
236,80,80,15745
237,80,80,15837
238,80,80,15930
239,80,80,16022
240,80,80,16115
241,75,76,16203
242,75,76,16290
243,75,76,16377
244,75,76,16464
245,75,75,16551
246,75,75,16638
247,75,75,16725
248,75,75,16812
249,75,75,16898
250,75,75,16985
251,70,70,17068
252,70,70,17149
253,70,70,17230
254,70,70,17311
255,70,71,17392
256,70,70,17473
257,70,70,17554
258,70,70,17635
259,70,70,17716
260,70,70,17797
261,65,65,17874
262,65,65,17950
263,65,65,18025
264,65,65,18100
265,65,65,18176
266,65,65,18251
267,65,65,18326
268,65,65,18402
269,65,65,18477
270,65,65,18552
271,60,61,18623
272,60,60,18693
273,60,60,18762
274,60,60,18832
275,60,60,18902
276,60,60,18971
277,60,60,19041
278,60,60,19110
279,60,60,19179
280,60,60,19249
281,55,56,19314
282,55,55,19378
283,55,55,19442
284,55,55,19506
285,55,55,19570
286,55,56,19634
287,55,54,19698
288,55,55,19761
289,55,55,19825
290,55,55,19889
291,50,51,19949
292,50,50,20008
293,50,51,20066
294,50,51,20124
295,50,50,20182
296,50,50,20241
297,50,50,20299
298,50,50,20357
299,50,50,20415
300,45,50,20473
301,45,46,20527
302,45,45,20580
303,45,46,20633
304,45,45,20685
305,45,45,20738
306,45,45,20790
307,45,45,20843
308,45,45,20895
309,45,45,20947
310,40,45,21000
311,40,41,21048
312,40,40,21095
313,40,40,21142
314,40,40,21189
315,40,40,21235
316,40,40,21282
317,40,40,21329
318,40,40,21375
319,40,40,21422
320,40,40,21469
321,35,36,21512
322,35,36,21553
323,35,35,21594
324,35,35,21635
325,35,35,21676
326,35,35,21717
327,35,35,21758
328,35,35,21799
329,35,35,21840
330,35,35,21881
331,30,31,21918
332,30,31,21953
333,30,30,21989
334,30,31,22024
335,30,30,22059
336,30,30,22095
337,30,30,22130
338,30,30,22165
339,30,30,22200
340,30,30,22235
341,25,26,22266
342,25,25,22296
343,25,25,22326
344,25,25,22356
345,25,25,22385
346,25,25,22415
347,25,25,22444
348,25,25,22473
349,25,25,22503
350,20,25,22532
351,20,21,22558
352,20,21,22582
353,20,20,22606
354,20,20,22630
355,20,20,22654
356,20,20,22677
357,20,20,22701
358,20,20,22725
359,20,20,22748
360,20,20,22772
361,15,17,22792
362,15,16,22811
363,15,16,22829
364,15,15,22847
365,15,15,22865
366,15,15,22883
367,15,15,22901
368,15,15,22919
369,15,15,22937
370,15,15,22955
371,10,11,22969
372,10,11,22982
373,10,10,22994
374,10,10,23007
375,10,10,23019
376,10,10,23031
377,10,10,23043
378,10,10,23056
379,10,10,23068
380,5,10,23080
381,5,6,23087
382,5,6,23095
383,5,5,23101
384,5,6,23107
385,5,5,23114
386,5,5,23120
387,5,5,23126
388,5,6,23132
389,5,4,23138
390,0,5,23145
391,0,5,23146
392,0,0,23146
393,0,0,23146
394,0,0,23146
395,0,0,23146
396,0,0,23146
397,0,0,23146
398,0,0,23146
399,0,0,23146
400,-5,0,23146
401,-5,0,23146
402,-5,0,23146
403,-5,0,23146
404,-5,0,23146
405,-5,0,23146
406,-5,-10,23135
407,-5,-4,23129
408,-5,-7,23122
409,-5,-4,23116
410,-5,-5,23110
411,-10,-10,23099
412,-10,-10,23087
413,-10,-9,23076
414,-10,-10,23064
415,-10,-10,23052
416,-10,-10,23040
417,-10,-10,23028
418,-10,-10,23015
419,-10,-10,23003
420,-15,-10,22991
421,-15,-14,22975
422,-15,-15,22958
423,-15,-15,22941
424,-15,-15,22923
425,-15,-15,22906
426,-15,-15,22888
427,-15,-15,22870
428,-15,-15,22852
429,-15,-15,22835
430,-20,-15,22817
431,-20,-18,22795
432,-20,-19,22773
433,-20,-20,22750
434,-20,-20,22726
435,-20,-20,22703
436,-20,-20,22680
437,-20,-20,22657
438,-20,-20,22634
439,-20,-20,22610
440,-20,-20,22587
441,-25,-24,22560
442,-25,-25,22531
443,-25,-24,22503
444,-25,-25,22474
445,-25,-25,22445
446,-25,-25,22416
447,-25,-25,22387
448,-25,-25,22358
449,-25,-25,22329
450,-25,-25,22300
451,-30,-29,22267
452,-30,-29,22233
453,-30,-30,22198
454,-30,-30,22164
455,-30,-30,22129
456,-30,-30,22094
457,-30,-30,22059
458,-30,-30,22024
459,-30,-30,21990
460,-30,-30,21955
461,-35,-34,21917
462,-35,-35,21877
463,-35,-35,21837
464,-35,-35,21796
465,-35,-35,21756
466,-35,-35,21715
467,-35,-35,21674
468,-35,-35,21633
469,-35,-35,21593
470,-35,-35,21553
471,-40,-39,21509
472,-40,-39,21463
473,-40,-40,21417
474,-40,-40,21371
475,-40,-40,21325
476,-40,-40,21279
477,-40,-40,21233
478,-40,-40,21187
479,-40,-40,21140
480,-40,-40,21093
481,-45,-44,21043
482,-45,-44,20992
483,-45,-45,20940
484,-45,-44,20889
485,-45,-45,20837
486,-45,-45,20785
487,-45,-45,20733
488,-45,-45,20681
489,-45,-45,20629
490,-50,-45,20576
491,-50,-49,20521
492,-50,-50,20464
493,-50,-50,20406
494,-50,-49,20349
495,-50,-50,20291
496,-50,-50,20234
497,-50,-50,20176
498,-50,-50,20118
499,-50,-50,20060
500,-55,-50,20002
501,-55,-53,19941
502,-55,-54,19879
503,-55,-54,19816
504,-55,-55,19752
505,-55,-55,19689
506,-55,-55,19626
507,-55,-55,19562
508,-55,-55,19498
509,-55,-55,19435
510,-60,-55,19371
511,-60,-59,19304
512,-60,-60,19235
513,-60,-60,19167
514,-60,-60,19098
515,-60,-60,19029
516,-60,-60,18960
517,-60,-60,18890
518,-60,-60,18821
519,-60,-60,18752
520,-60,-60,18683
521,-65,-64,18609
522,-65,-65,18535
523,-65,-65,18460
524,-65,-65,18386
525,-65,-65,18311
526,-65,-65,18236
527,-65,-65,18160
528,-65,-65,18085
529,-65,-65,18010
530,-65,-65,17935
531,-70,-69,17856
532,-70,-70,17776
